105.332	63
105.332	63
105.332	63
105.332	63
71	92.1004
71	92.1004
71	92.1004
71	92.1004
85.2736	110.343
85.2736	110.343
85.2736	110.343
85.2736	110.343
109.426	112.948
109.426	112.948
109.426	112.948
109.426	112.948
85.5787	101.976
85.5787	101.976
85.5787	101.976
85.5787	101.976
95.5151	95.7247
95.5151	95.7247
95.5151	95.7247
95.5151	95.7247
84.3912	104.158
84.3912	104.158
84.3912	104.158
84.3912	104.158
124.116	114.051
124.116	114.051
124.116	114.051
124.116	114.051
103	122.333
103	122.333
103	122.333
103	122.333
95.8427	92.121
95.8427	92.121
95.8427	92.121
95.8427	92.121
126.447	99.4072
126.447	99.4072
126.447	99.4072
126.447	99.4072
126.909	113.553
126.909	113.553
126.909	113.553
126.909	113.553
100.001	117.063
100.001	117.063
100.001	117.063
100.001	117.063
101.843	88.0484
101.843	88.0484
101.843	88.0484
101.843	88.0484
93.2376	115
93.2376	115
93.2376	115
93.2376	115
106.229	112.64
106.229	112.64
106.229	112.64
106.229	112.64
62.9598	58.6346
63.5497	58.6346
63.5497	58.6346
63.5497	58.6346
64.74	71.3058
64.74	71.3058
64.74	71.3058
64.74	71.3058
79	64.7882
79	64.7882
79	64.7882
79	64.7882
77.7036	81.6848
77.7037	81.6848
77.7037	81.6848
77.7037	81.6848
200.964	141.157
200.956	141.157
200.956	141.157
200.956	141.157
107	99
107	99
107	99
107	99
105.6	134.138
105.6	134.138
105.6	134.138
105.6	134.138
135	89.8832
135	89.8832
135	89.8832
135	89.8832
109.98	131
109.98	131
109.98	131
109.98	131
122.484	104.664
122.477	104.657
122.485	104.665
122.483	104.665
121.071	85.1155
121.066	85.1101
121.072	85.1156
121.072	85.1155
139	147
139	147
139	147
139	147
115	119
115	119
115	119
115	119
110.023	91
110.023	91
110.023	91
110.023	91
87	92.2371
87	92.2371
87	92.2371
87	92.2371
97.0806	103
97.0806	103
97.0806	103
97.0806	103
79	72.4632
79	72.4632
79	72.4632
79	72.4632
92.5023	88.8073
92.5023	88.8073
92.5023	88.8073
92.5023	88.8073
71	82.7369
71	82.7369
71	82.737
71	82.737
99	87
99	87
99	87
99	87
70.8297	117.788
70.8297	117.788
70.8297	117.788
70.8297	117.788
79.9991	91.7172
79.999	91.7172
79.999	91.7172
79.999	91.7172
86.1871	69.3917
86.1871	69.3917
86.1871	69.3917
86.1871	69.3917
114.743	108.733
114.743	108.733
114.743	108.733
114.743	108.733
74.9385	97.8972
74.9384	97.8972
74.9384	97.8972
74.9384	97.8972
80.9242	99.7337
80.9242	99.7337
80.9242	99.7337
80.9242	99.7337
79.4289	88.5638
79.4289	88.5638
79.4289	88.5638
79.4289	88.5638
82.0258	96.5696
82.0258	96.5696
82.0258	96.5696
82.0258	96.5696
78.7137	124.495
78.7137	124.495
78.7137	124.495
78.7137	124.495
99.4605	124.647
99.4605	124.647
99.4605	124.647
99.4605	124.647
97.8371	85.2373
97.8371	85.2373
97.8371	85.2373
97.8371	85.2373
77.1586	125.535
77.1586	125.535
77.1586	125.535
77.1586	125.535
